Normalized_Close
0.4693246
0.4759047
0.5606737
0.5314498
0.50958014
0.5188699
0.49700022
0.45693827
0.44668102
0.47938848
0.4942906
0.4971938
0.56106067
0.5560286
0.5825434
0.54441667
0.5213859
0.53706217
0.55389977
0.57093096
0.5461583
0.59667134
0.6086705
0.5924134
0.53377223
0.50648355
0.3288176
0.26804733
0.28643322
0.25527406
0.25101614
0.24753237
0.2798531
0.24095225
0.2239213
0.17418242
0.18366575
0.20979285
0.23669434
0.31197977
0.22024393
0.26340246
0.29398108
0.37004066
0.43835878
0.44261646
0.4733889
0.47803378
0.34662294
0.2430811
0.25508022
0.27791762
0.21869564
0.17824674
0.20785761
0.1937294
0.25101614
0.27230525
0.20301938
0.17282748
0.18947148
0.21443796
0.13470125
0.1050899
0.110121965
0.12018609
0.16934395
0.14321661
0.1676023
0.19179416
0.2417264
0.27075696
0.25914454
0.28643322
0.3040452
0.26804733
0.2655313
0.23514605
0.20979285
0.20243883
0.15250635
0.15482879
0.16334438
0.11805701
0.036578417
0.062318563
0.102380514
0.111670256
0.17360187
0.24327493
0.22546935
0.2754016
0.32552767
0.34623575
0.33694625
0.4141667
0.38320112
0.4342947
0.4453261
0.47822738
0.4778402
0.5119026
0.49622607
0.50919294
0.4832592
0.47977543
0.4915812
0.47164702
0.482872
0.5078385
0.47280812
0.55002904
0.5287404
0.5664797
0.5943489
0.54538417
0.5749953
0.63789463
0.6407974
0.63034654
0.59783244
0.6181538
0.5773177
0.5744145
0.5535128
0.5428684
0.5448036
0.5531256
0.5328045
0.39945817
0.3725567
0.32726932
0.3131411
0.39790988
0.38978148
0.4101026
0.39849043
0.4048772
0.36055756
0.34217143
0.45732546
0.5140314
0.5591252
0.5840912
0.57093096
0.5645442
0.5306754
0.51732135
0.44590664
0.37545967
0.42306948
0.4035225
0.43893933
0.47029233
0.47242117
0.4513259
0.46158338
0.4286821
0.387846
0.3706212
0.36500883
0.33501077
0.32049537
0.33520436
0.37487912
0.3390751
0.31275415
0.34120393
0.31778598
0.3048191
0.28372383
0.19547153
0.09909034
0.07973671
0.07741451
0.11089611
0.14999032
0.15928006
0.11863756
0.15482879
0.14747429
0.1687634
0.21443796
0.26456356
0.12328243
0.14089417
0.113218784
0.09115553
0.16082835
0.12541127
0.09734869
0.07431769
0.08999419
0.07393098
0.0886395
0.06676984
0.090381384
0.053802967
0.19430995
0.2235341
0.14882922
0.08476877
0.058060884
0.039481163
0.0
0.016257048
0.036771774
0.077801466
0.09463906
0.08322048
0.16450548
0.10315466
0.08322048
0.15540934
0.3557191
0.3233986
0.3367524
0.34333277
0.3787501
0.34933233
0.4118445
0.43410087
0.47842073
0.48074317
0.48132372
0.5039675
0.52932096
0.5012579
0.42345667
0.48345256
0.4836464
0.48945212
0.50880575
0.5273855
0.5618348
0.568028
0.59744525
0.57054377
0.61718607
0.54422283
0.8157537
0.9303272
0.95297074
0.91910195
1.0000002
0.95393825
0.8647182
0.82233405
0.83491397
0.85291314
0.93381095
0.95026135
